,tweet_text
6244,Aim of  demonetization laudable  but Govt has no road map2create institutional     by  ShashiTharoor via 
6245, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6246,Ikk number da kamm karo  Raseed katt ke davo  No  demonetization  will affect you   Satt vachan 
6247,  Demonetization  It s just the beginning  says PM Modi as BJP MPs endorse his crusade  Worst is yet to come  
6248, Blow to Modi  bypolls election result   all seats won by Cogress  amp  AAP  Modi s  demonetization failed  BTW where is Khujli    U 0915  U 092A  
6249,  SalmanKhan Comes In RESCUE Of Poor Peoples Near His Farmhouse   Gives MONEY During  Demonetization 
6250,  We don t know about rest of India but we Kashmiris are very happy with  Demonetization   
6251,  We don t know about rest of India but we Kashmiris are very happy with  Demonetization   
6252, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6253,   increasingly one gets the feeling that Govt isn t sure of public support 4  Demonetization   
6254, India s Central Bank comes up with more rules on  Demonetization   Latest on how much cash you get for marriages   NoteBa 
6255, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6256,Blow to Modi  bypolls election result   all seats won by Cogress  amp  AAP  Modi s  demonetization failed  BTW where is Khujli    U 0915  U 092A  U 091F  U 0940   U 0915  U 0947  U 091C  U 0930  U 0940  
6257,My  Cartoon on long  queues at  banks due to  demonetization  
6258, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6259,Wish to convert black money into white despite  demonetization  Here are 10 ways    Disclaimer  Please do not    
6260,If you can t manage it  please quit  Don t take nation for granted  Demonetization  Cashban   U 0928  U 094B  U 091F   U 0928  U 0939  U 0940  U 0902   U 092A  U 0940  U 090F  U 092E   U 092C  U 0926  U 0932  U 094B   
6261,  Chota  kejriwal   ed  U 00A0  U 00BD  ed  U 00B8  U 0082  ed  U 00A0  U 00BD  ed  U 00B8  U 0082   no more captioning  Kanpur  demonetization  Demonetizationeffect 
6262,  Demonetization effect  As said earlier   Mass surrender of Naxals and Maoists are coming   More to come  NoMoneyYaar ht 
6263, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6264, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6265, A Housewife s view on  demonetization 
6266,  Demonetization  It s just the beginning  says PM Modi as BJP MPs endorse his crusade  Worst is yet to come  
6267, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6268, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6269,Since  Demonetization all non veg orders are coming to home are by   some relief 
6270,    Demonetization typical of Rajdeep working for which party  putting words in poor man s mouth against Modi 
6271, Even EC doesn t approve Gov s methods  writes to FM not to use indelible ink in banks  demonetization   noteban  
6272, Proving again that  DeMonetization has no adverse impact on Terrorism or Terror Funding as claimed by modi ji  amp  his Propaganda 
6273, Even if you re 100  white money  amp  even if you re unaffected  this  demonetization move has given a lot of folks a reason to pa 
6274, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6275, Politicians  reaction  If modi withdraws   demonetization scheme Today  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  
6276, Can t say anything about Productivity but Creativity has increased after  Demonetization  2016  
6277, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6278, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6279,  if only Govt had accompanied  Demonetization with raids on  Blackmoney media would have been forced to report it
6280, India will get windfall profit of whooping 4 Lakh crores in 30 days due to  demonetization Why people like AK Pappu  amp  Mamata 
6281,  makes it very clear that  except for inflated ego  Oppstn  doesn t have anything constructive wrt  Demonetization 
6282, Telangana govt s innovative solution to help farmers affected due to  Demonetization  
6283,So this  DeMonetization has been so Tragic in Implementation that modi govt is Flouting RBI rules for Banking Licen  
6284, finally  liningup at the  ATM  couldnthelpit   demonetization   notcomplaining  achedin round the corner 
6285, demonetization is a disaster   RahulGandhi   
6286, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6287,  Demonetization effect  Here comes another batch of Maoists   Keep on watching   More to come  NoMoneyYaar 
6288, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6289, If  DP says she supports  demonetization why is she not following us  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  
6290, CPI M opposes Co op Banks in West Bengal but supports them in Kerala  Y Pawar U turned on  Demonetization 
6291, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6292, Since  Demonetization was announced  i have been living like i used to when i was doing engineering  Haven t taken any not 
6293, PM Narendra Modi took biggest economic decision without consultation  Rahul Gandhi on  notesban  demonetization 
6294, HimachalCongress to hold statewide protest against  Demonetization decision taken in haste with  
6295, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6296, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
6297,One of the silver lining of  Demonetization is waiving off the toll  The toll plazas are a breeze  Love it 
6298, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6299, Even if you re 100  white money  amp  even if you re unaffected  this  demonetization move has given a lot of folks a reason to pa 
6300, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6301, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6302, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6303, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6304, Proving again that  DeMonetization has no adverse impact on Terrorism or Terror Funding as claimed by modi ji  amp  his Propaganda 
6305, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6306,  we elected u 4 taking bold decisions in national interest  Bigger cry against  demonetization means bigger lo 
6307, Since  Demonetization was announced  i have been living like i used to when i was doing engineering  Haven t taken any not 
6308, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6309, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6310, So  CJIThakur says there will be riots due to  DeMonetization Qs   No  SpicesNSecrets    No riots due to citizens  Waiting 
6311, Smt  to meet exporters on Monday  21 11 16 to discuss issues related to the impact of  demonetization   
6312,  Demonetization   Paan shop owner gets  fake  Rs 2 000 note in Ahmedabad  
6313,This is like    Blaming each other for  Demonetization    Kejriwal 
6314, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
6315, Ambit Capital s much touted prediction of a sharp drop in GDP growth  due to  demonetization  is bunk  as I explain  
6316, Since  Demonetization was announced  i have been living like i used to when i was doing engineering  Haven t taken any not 
6317, Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov 
6318, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6319,  Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights
6320, If  Demonetization had happened in UPA Govt  amp  anything like this happened  Sanghis would ve Accused Congress of Funding Terror 
6321, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
6322, Even if you re 100  white money  amp  even if you re unaffected  this  demonetization move has given a lot of folks a reason to pa 
6323, Learn how retailers in India are fighting against  Demonetization and starting their  DigitalDukan
6324,Since  Demonetization was announced  i have been living like i used to when i was doing engineering  Haven t taken any notes 
